C-FLUOR Logger Concatenated Data File
Logger:             7800-286200
Sensor SN: 21202721
Concatenation Date: 2026Aug28 10:43:02 PDT


            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,        Sensor
                  (Second),                        (none),                        (none),        (Volt),       (deg C),     ( ppb QS)
                1770753780,           2026-02-10 20:03:00,           2026-02-10 12:03:00,      3.070000,     23.879000,      1.647761
                1770753840,           2026-02-10 20:04:00,           2026-02-10 12:04:00,      3.070000,     23.896000,      1.641240
                1770753900,           2026-02-10 20:05:00,           2026-02-10 12:05:00,      3.070000,     23.871000,      1.669329
                1770753960,           2026-02-10 20:06:00,           2026-02-10 12:06:00,      3.070000,     23.921000,      1.582053
                1770754020,           2026-02-10 20:07:00,           2026-02-10 12:07:00,      3.070000,     23.896000,      1.661805
                1770754080,           2026-02-10 20:08:00,           2026-02-10 12:08:00,      3.070000,     23.863000,      1.654281
                1770754140,           2026-02-10 20:09:00,           2026-02-10 12:09:00,      3.070000,     23.896000,      1.628199
                1772494920,           2026-03-02 23:42:00,           2026-03-02 15:42:00,      3.040000,     25.628000,      1.704941
                1772495520,           2026-03-02 23:52:00,           2026-03-02 15:52:00,      3.040000,     23.403000,      1.678859
                1772496120,           2026-03-03 00:02:00,           2026-03-02 16:02:00,      3.040000,     22.526000,      1.625691
                1772496720,           2026-03-03 00:12:00,           2026-03-02 16:12:00,      3.050000,     22.208000,      1.599107
                1772497320,           2026-03-03 00:22:00,           2026-03-02 16:22:00,      3.040000,     21.998000,      1.670834
                1772497920,           2026-03-03 00:32:00,           2026-03-02 16:32:00,      3.050000,     21.797000,      1.636224
                1772498520,           2026-03-03 00:42:00,           2026-03-02 16:42:00,      3.050000,     21.630000,      1.568009
                1772499120,           2026-03-03 00:52:00,           2026-03-02 16:52:00,      3.050000,     21.479000,      1.606129
                1772499720,           2026-03-03 01:02:00,           2026-03-02 17:02:00,      3.050000,     21.311000,      1.598104
                1772500320,           2026-03-03 01:12:00,           2026-03-02 17:12:00,      3.050000,     21.093000,      1.640738
                1772500920,           2026-03-03 01:22:00,           2026-03-02 17:22:00,      3.050000,     20.942000,      1.622180
                1772501520,           2026-03-03 01:32:00,           2026-03-02 17:32:00,      3.050000,     20.732000,      1.656789
                1772502120,           2026-03-03 01:42:00,           2026-03-02 17:42:00,      3.050000,     20.565000,      1.570015
